entry,at,order
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T11:01:29.629Z,177115328962900
"""大炮弟 @ 71ayGh_gzu"" bets 200",2026-02-15T11:01:20.178Z,177115328017800
"""哈哈弟 @ ZFmgLXkPiV"" checks",2026-02-15T11:01:16.817Z,177115327681700
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T11:01:14.772Z,177115327477200
"Turn: K♠, 2♦, 10♣ [6♣]",2026-02-15T11:01:13.244Z,177115327324400
"""女神异闻录 @ vYgaUXvtJ2"" checks",2026-02-15T11:01:12.431Z,177115327243100
"""大炮弟 @ 71ayGh_gzu"" checks",2026-02-15T11:01:11.271Z,177115327127100
"""哈哈弟 @ ZFmgLXkPiV"" checks",2026-02-15T11:01:09.257Z,177115326925700
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T11:01:02.030Z,177115326203000
"Flop:  [K♠, 2♦, 10♣]",2026-02-15T11:01:00.167Z,177115326016700
"""哈哈弟 @ ZFmgLXkPiV"" checks",2026-02-15T11:00:59.356Z,177115325935600
"""Wesley @ 4KT6D07Q4u"" calls 20",2026-02-15T11:00:58.230Z,177115325823000
"""女神异闻录 @ vYgaUXvtJ2"" calls 20",2026-02-15T11:00:57.144Z,177115325714400
"""大炮弟 @ 71ayGh_gzu"" calls 20",2026-02-15T11:00:54.666Z,177115325466600
"""哈哈弟 @ ZFmgLXkPiV"" posts a big blind of 20",2026-02-15T11:00:51.157Z,177115325115707
"""Wesley @ 4KT6D07Q4u"" posts a small blind of 10",2026-02-15T11:00:51.157Z,177115325115706
"Your hand is 6♥, Q♦",2026-02-15T11:00:51.157Z,177115325115705
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (10884) | #6 ""哈哈弟 @ ZFmgLXkPiV"" (6449) | #8 ""大炮弟 @ 71ayGh_gzu"" (4880) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (30759)",2026-02-15T11:00:51.157Z,177115325115701
"-- starting hand #347 (id: 0apacilclvy4)  No Limit Texas Hold'em (dealer: ""女神异闻录 @ vYgaUXvtJ2"") --",2026-02-15T11:00:51.157Z,177115325115700
"-- ending hand #346 --",2026-02-15T11:00:45.151Z,177115324515104
"""大炮弟 @ 71ayGh_gzu"" collected 4880 from pot with Two Pair, 3's & 2's (combination: K♣, 2♦, 2♥, 3♦, 3♠)",2026-02-15T11:00:45.151Z,177115324515103
"""大炮弟 @ 71ayGh_gzu"" shows a 3♦, 2♦.",2026-02-15T11:00:45.151Z,177115324515102
"""女神异闻录 @ vYgaUXvtJ2"" shows a K♦, A♣.",2026-02-15T11:00:45.151Z,177115324515101
"Uncalled bet of 120 returned to ""女神异闻录 @ vYgaUXvtJ2""",2026-02-15T11:00:45.151Z,177115324515100
"""大炮弟 @ 71ayGh_gzu"" calls 1160 and go all in",2026-02-15T11:00:44.288Z,177115324428800
"""女神异闻录 @ vYgaUXvtJ2"" bets 1280",2026-02-15T11:00:43.083Z,177115324308300
"River: 9♦, 2♥, 3♠, K♣ [10♠]",2026-02-15T11:00:39.946Z,177115323994600
"""大炮弟 @ 71ayGh_gzu"" calls 640",2026-02-15T11:00:39.031Z,177115323903100
"""女神异闻录 @ vYgaUXvtJ2"" bets 640",2026-02-15T11:00:37.743Z,177115323774300
"Turn: 9♦, 2♥, 3♠ [K♣]",2026-02-15T11:00:31.743Z,177115323174300
"""大炮弟 @ 71ayGh_gzu"" calls 320",2026-02-15T11:00:30.842Z,177115323084200
"""哈哈弟 @ ZFmgLXkPiV"" folds",2026-02-15T11:00:29.577Z,177115322957700
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T11:00:19.967Z,177115321996700
"""女神异闻录 @ vYgaUXvtJ2"" bets 320",2026-02-15T11:00:17.308Z,177115321730800
"Flop:  [9♦, 2♥, 3♠]",2026-02-15T11:00:11.410Z,177115321141000
"""大炮弟 @ 71ayGh_gzu"" calls 160",2026-02-15T11:00:10.575Z,177115321057500
"""哈哈弟 @ ZFmgLXkPiV"" calls 160",2026-02-15T11:00:09.043Z,177115320904300
"""Wesley @ 4KT6D07Q4u"" calls 160",2026-02-15T11:00:07.852Z,177115320785200
"""女神异闻录 @ vYgaUXvtJ2"" raises to 160",2026-02-15T11:00:05.954Z,177115320595400
"""大炮弟 @ 71ayGh_gzu"" calls 20",2026-02-15T10:59:57.270Z,177115319727000
"""哈哈弟 @ ZFmgLXkPiV"" calls 20",2026-02-15T10:59:55.522Z,177115319552200
"""Wesley @ 4KT6D07Q4u"" posts a big blind of 20",2026-02-15T10:59:54.117Z,177115319411708
"""女神异闻录 @ vYgaUXvtJ2"" posts a small blind of 10",2026-02-15T10:59:54.117Z,177115319411707
"Your hand is K♦, A♣",2026-02-15T10:59:54.117Z,177115319411706
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (11044) | #6 ""哈哈弟 @ ZFmgLXkPiV"" (6609) | #8 ""大炮弟 @ 71ayGh_gzu"" (2280) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (33039)",2026-02-15T10:59:54.117Z,177115319411702
"-- starting hand #346 (id: tooo6inqkcva)  No Limit Texas Hold'em (dealer: ""大炮弟 @ 71ayGh_gzu"") --",2026-02-15T10:59:54.117Z,177115319411701
"The player ""小姚阿姨 @ 3w343W1v3j"" stand up with the stack of 20981.",2026-02-15T10:59:54.117Z,177115319411700
"-- ending hand #345 --",2026-02-15T10:59:48.114Z,177115318811403
"""哈哈弟 @ ZFmgLXkPiV"" collected 510 from pot with Two Pair, J's & 9's (combination: Q♠, 9♥, 9♠, J♥, J♦)",2026-02-15T10:59:48.114Z,177115318811402
"""哈哈弟 @ ZFmgLXkPiV"" shows a 9♥, J♥.",2026-02-15T10:59:48.114Z,177115318811401
"""大炮弟 @ 71ayGh_gzu"" shows a Q♥, 7♣.",2026-02-15T10:59:48.114Z,177115318811400
"""哈哈弟 @ ZFmgLXkPiV"" calls 100",2026-02-15T10:59:47.302Z,177115318730200
"""大炮弟 @ 71ayGh_gzu"" bets 100",2026-02-15T10:59:44.395Z,177115318439500
"River: J♦, 6♦, Q♠, 8♠ [9♠]",2026-02-15T10:59:40.210Z,177115318021000
"""哈哈弟 @ ZFmgLXkPiV"" checks",2026-02-15T10:59:39.382Z,177115317938200
"""大炮弟 @ 71ayGh_gzu"" checks",2026-02-15T10:59:35.988Z,177115317598800
"Turn: J♦, 6♦, Q♠ [8♠]",2026-02-15T10:59:34.105Z,177115317410500
"""哈哈弟 @ ZFmgLXkPiV"" calls 100",2026-02-15T10:59:33.255Z,177115317325500
"""小姚阿姨 @ 3w343W1v3j"" folds",2026-02-15T10:59:30.538Z,177115317053800
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T10:59:29.717Z,177115316971700
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T10:59:28.620Z,177115316862000
"""大炮弟 @ 71ayGh_gzu"" bets 100",2026-02-15T10:59:23.071Z,177115316307100
"Flop:  [J♦, 6♦, Q♠]",2026-02-15T10:59:18.340Z,177115315834000
"""女神异闻录 @ vYgaUXvtJ2"" checks",2026-02-15T10:59:17.537Z,177115315753700
"""大炮弟 @ 71ayGh_gzu"" calls 20",2026-02-15T10:59:16.352Z,177115315635200
"""哈哈弟 @ ZFmgLXkPiV"" calls 20",2026-02-15T10:59:14.722Z,177115315472200
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T10:59:13.411Z,177115315341100
"""Wesley @ 4KT6D07Q4u"" calls 20",2026-02-15T10:59:06.343Z,177115314634300
"""小姚阿姨 @ 3w343W1v3j"" posts a missed big blind of 20",2026-02-15T10:59:04.872Z,177115314487211
"""小姚阿姨 @ 3w343W1v3j"" posts a missing small blind of 10",2026-02-15T10:59:04.872Z,177115314487210
"""女神异闻录 @ vYgaUXvtJ2"" posts a big blind of 20",2026-02-15T10:59:04.872Z,177115314487209
"""大炮弟 @ 71ayGh_gzu"" posts a small blind of 10",2026-02-15T10:59:04.872Z,177115314487208
"Your hand is 4♣, 10♦",2026-02-15T10:59:04.872Z,177115314487207
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (11064) | #2 ""小姚阿姨 @ 3w343W1v3j"" (21011) | #6 ""哈哈弟 @ ZFmgLXkPiV"" (6319) | #8 ""大炮弟 @ 71ayGh_gzu"" (2500) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (33059)",2026-02-15T10:59:04.872Z,177115314487202
"-- starting hand #345 (id: bpmbmlytwm7w)  No Limit Texas Hold'em (dealer: ""哈哈弟 @ ZFmgLXkPiV"") --",2026-02-15T10:59:04.872Z,177115314487201
"The player ""小姚阿姨 @ 3w343W1v3j"" joined the game with a stack of 21011.",2026-02-15T10:59:04.872Z,177115314487200
"-- ending hand #344 --",2026-02-15T10:59:01.935Z,177115314193502
"""大炮弟 @ 71ayGh_gzu"" collected 60 from pot",2026-02-15T10:59:01.935Z,177115314193501
"Uncalled bet of 100 returned to ""大炮弟 @ 71ayGh_gzu""",2026-02-15T10:59:01.935Z,177115314193500
"""哈哈弟 @ ZFmgLXkPiV"" folds",2026-02-15T10:59:01.118Z,177115314111800
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T10:58:59.962Z,177115313996200
"""大炮弟 @ 71ayGh_gzu"" bets 100",2026-02-15T10:58:51.149Z,177115313114900
"""哈哈弟 @ ZFmgLXkPiV"" checks",2026-02-15T10:58:45.497Z,177115312549700
"River: 10♣, 5♠, A♠, 6♣ [A♦]",2026-02-15T10:58:43.892Z,177115312389200
"""女神异闻录 @ vYgaUXvtJ2"" checks",2026-02-15T10:58:43.051Z,177115312305100
"""大炮弟 @ 71ayGh_gzu"" checks",2026-02-15T10:58:33.514Z,177115311351400
"""哈哈弟 @ ZFmgLXkPiV"" checks",2026-02-15T10:58:31.989Z,177115311198900
"Turn: 10♣, 5♠, A♠ [6♣]",2026-02-15T10:58:28.642Z,177115310864200
"""女神异闻录 @ vYgaUXvtJ2"" checks",2026-02-15T10:58:27.769Z,177115310776900
"""大炮弟 @ 71ayGh_gzu"" checks",2026-02-15T10:58:24.376Z,177115310437600
"""哈哈弟 @ ZFmgLXkPiV"" checks",2026-02-15T10:58:22.717Z,177115310271700
"Flop:  [10♣, 5♠, A♠]",2026-02-15T10:58:14.436Z,177115309443600
"""大炮弟 @ 71ayGh_gzu"" checks",2026-02-15T10:58:13.603Z,177115309360300
"""哈哈弟 @ ZFmgLXkPiV"" calls 20",2026-02-15T10:58:12.157Z,177115309215700
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T10:58:10.757Z,177115309075700
"""女神异闻录 @ vYgaUXvtJ2"" calls 20",2026-02-15T10:58:03.250Z,177115308325000
"""大炮弟 @ 71ayGh_gzu"" posts a big blind of 20",2026-02-15T10:58:00.422Z,177115308042207
"""哈哈弟 @ ZFmgLXkPiV"" posts a small blind of 10",2026-02-15T10:58:00.422Z,177115308042206
"Your hand is 6♦, J♠",2026-02-15T10:58:00.422Z,177115308042205
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (11064) | #6 ""哈哈弟 @ ZFmgLXkPiV"" (6339) | #8 ""大炮弟 @ 71ayGh_gzu"" (2460) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (33079)",2026-02-15T10:58:00.422Z,177115308042201
"-- starting hand #344 (id: 4lecbx5vqtfy)  No Limit Texas Hold'em (dealer: ""Wesley @ 4KT6D07Q4u"") --",2026-02-15T10:58:00.422Z,177115308042200
"-- ending hand #343 --",2026-02-15T10:57:57.469Z,177115307746902
"""女神异闻录 @ vYgaUXvtJ2"" collected 60 from pot",2026-02-15T10:57:57.469Z,177115307746901
"Uncalled bet of 200 returned to ""女神异闻录 @ vYgaUXvtJ2""",2026-02-15T10:57:57.469Z,177115307746900
"""哈哈弟 @ ZFmgLXkPiV"" folds",2026-02-15T10:57:56.660Z,177115307666000
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T10:57:54.225Z,177115307422500
"""女神异闻录 @ vYgaUXvtJ2"" bets 200",2026-02-15T10:57:52.580Z,177115307258000
"The player ""小姚阿姨 @ 3w343W1v3j"" sit back with the stack of 21011.",2026-02-15T10:57:49.788Z,177115306978800
"""哈哈弟 @ ZFmgLXkPiV"" checks",2026-02-15T10:57:44.668Z,177115306466800
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T10:57:13.829Z,177115303382900
"River: 10♣, 5♥, 8♥, A♥ [7♠]",2026-02-15T10:57:12.738Z,177115303273800
"""女神异闻录 @ vYgaUXvtJ2"" checks",2026-02-15T10:57:11.903Z,177115303190300
"""哈哈弟 @ ZFmgLXkPiV"" checks",2026-02-15T10:57:10.704Z,177115303070400
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T10:57:01.327Z,177115302132700
"Turn: 10♣, 5♥, 8♥ [A♥]",2026-02-15T10:56:59.994Z,177115301999400
"""女神异闻录 @ vYgaUXvtJ2"" checks",2026-02-15T10:56:59.146Z,177115301914600
"""哈哈弟 @ ZFmgLXkPiV"" checks",2026-02-15T10:56:49.213Z,177115300921300
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T10:56:43.808Z,177115300380800
"Flop:  [10♣, 5♥, 8♥]",2026-02-15T10:56:42.449Z,177115300244900
"""哈哈弟 @ ZFmgLXkPiV"" checks",2026-02-15T10:56:41.647Z,177115300164700
"""Wesley @ 4KT6D07Q4u"" calls 20",2026-02-15T10:56:40.537Z,177115300053700
"""女神异闻录 @ vYgaUXvtJ2"" calls 20",2026-02-15T10:56:39.404Z,177115299940400
"""大炮弟 @ 71ayGh_gzu"" folds",2026-02-15T10:56:31.874Z,177115299187400
"""哈哈弟 @ ZFmgLXkPiV"" posts a big blind of 20",2026-02-15T10:56:29.743Z,177115298974307
"""Wesley @ 4KT6D07Q4u"" posts a small blind of 10",2026-02-15T10:56:29.743Z,177115298974306
"Your hand is 6♣, 9♣",2026-02-15T10:56:29.743Z,177115298974305
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (11084) | #6 ""哈哈弟 @ ZFmgLXkPiV"" (6359) | #8 ""大炮弟 @ 71ayGh_gzu"" (2460) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (33039)",2026-02-15T10:56:29.743Z,177115298974301
"-- starting hand #343 (id: serk0degzikc)  No Limit Texas Hold'em (dealer: ""女神异闻录 @ vYgaUXvtJ2"") --",2026-02-15T10:56:29.743Z,177115298974300
"-- ending hand #342 --",2026-02-15T10:56:23.737Z,177115298373702
"""哈哈弟 @ ZFmgLXkPiV"" collected 1320 from pot with Three of a Kind, A's (combination: 9♠, Q♦, A♥, A♣, A♠)",2026-02-15T10:56:23.737Z,177115298373701
"""哈哈弟 @ ZFmgLXkPiV"" shows a A♥, 7♦.",2026-02-15T10:56:23.737Z,177115298373700
"""大炮弟 @ 71ayGh_gzu"" calls 440",2026-02-15T10:56:22.905Z,177115298290500
"""哈哈弟 @ ZFmgLXkPiV"" bets 440",2026-02-15T10:56:21.467Z,177115298146700
"River: Q♦, 3♣, A♣, 9♠ [A♠]",2026-02-15T10:56:08.412Z,177115296841200
"""哈哈弟 @ ZFmgLXkPiV"" calls 100",2026-02-15T10:56:07.587Z,177115296758700
"""大炮弟 @ 71ayGh_gzu"" bets 100",2026-02-15T10:56:01.769Z,177115296176900
"""哈哈弟 @ ZFmgLXkPiV"" checks",2026-02-15T10:55:57.727Z,177115295772700
"Turn: Q♦, 3♣, A♣ [9♠]",2026-02-15T10:55:54.527Z,177115295452700
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T10:55:53.722Z,177115295372200
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T10:55:52.597Z,177115295259700
"""大炮弟 @ 71ayGh_gzu"" calls 80",2026-02-15T10:55:47.313Z,177115294731300
"""哈哈弟 @ ZFmgLXkPiV"" bets 80",2026-02-15T10:55:46.119Z,177115294611900
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T10:55:40.702Z,177115294070200
"""女神异闻录 @ vYgaUXvtJ2"" checks",2026-02-15T10:55:39.600Z,177115293960000
"Flop:  [Q♦, 3♣, A♣]",2026-02-15T10:55:23.940Z,177115292394000
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T10:55:23.099Z,177115292309900
"""女神异闻录 @ vYgaUXvtJ2"" calls 20",2026-02-15T10:55:22.003Z,177115292200300
"""大炮弟 @ 71ayGh_gzu"" calls 20",2026-02-15T10:55:19.279Z,177115291927900
"""哈哈弟 @ ZFmgLXkPiV"" calls 20",2026-02-15T10:55:18.023Z,177115291802300
"""Wesley @ 4KT6D07Q4u"" posts a big blind of 20",2026-02-15T10:55:16.094Z,177115291609408
"""女神异闻录 @ vYgaUXvtJ2"" posts a small blind of 10",2026-02-15T10:55:16.094Z,177115291609407
"Your hand is 5♦, 2♣",2026-02-15T10:55:16.094Z,177115291609406
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (11104) | #6 ""哈哈弟 @ ZFmgLXkPiV"" (5679) | #8 ""大炮弟 @ 71ayGh_gzu"" (3100) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (33059)",2026-02-15T10:55:16.094Z,177115291609402
"-- starting hand #342 (id: z32trhrg3xrn)  No Limit Texas Hold'em (dealer: ""大炮弟 @ 71ayGh_gzu"") --",2026-02-15T10:55:16.094Z,177115291609401
"The player ""小姚阿姨 @ 3w343W1v3j"" stand up with the stack of 21011.",2026-02-15T10:55:16.094Z,177115291609400
"-- ending hand #341 --",2026-02-15T10:55:13.134Z,177115291313402
"""哈哈弟 @ ZFmgLXkPiV"" collected 1110 from pot",2026-02-15T10:55:13.134Z,177115291313401
"Uncalled bet of 555 returned to ""哈哈弟 @ ZFmgLXkPiV""",2026-02-15T10:55:13.134Z,177115291313400
"""大炮弟 @ 71ayGh_gzu"" folds",2026-02-15T10:55:12.311Z,177115291231100
"""哈哈弟 @ ZFmgLXkPiV"" bets 555",2026-02-15T10:55:03.503Z,177115290350300
"""大炮弟 @ 71ayGh_gzu"" checks",2026-02-15T10:55:00.273Z,177115290027300
"Turn: 9♥, 8♦, 4♣ [K♣]",2026-02-15T10:54:58.351Z,177115289835100
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T10:54:57.547Z,177115289754700
"""大炮弟 @ 71ayGh_gzu"" calls 370",2026-02-15T10:54:56.446Z,177115289644600
"""哈哈弟 @ ZFmgLXkPiV"" bets 370",2026-02-15T10:54:55.059Z,177115289505900
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T10:54:49.844Z,177115288984400
"""大炮弟 @ 71ayGh_gzu"" checks",2026-02-15T10:54:48.201Z,177115288820100
"Flop:  [9♥, 8♦, 4♣]",2026-02-15T10:54:45.461Z,177115288546100
"""小姚阿姨 @ 3w343W1v3j"" folds",2026-02-15T10:54:44.601Z,177115288460100
"""Wesley @ 4KT6D07Q4u"" calls 110",2026-02-15T10:54:43.409Z,177115288340900
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T10:54:40.446Z,177115288044600
"""大炮弟 @ 71ayGh_gzu"" calls 110",2026-02-15T10:54:39.178Z,177115287917800
"""哈哈弟 @ ZFmgLXkPiV"" raises to 110",2026-02-15T10:54:37.668Z,177115287766800
"""小姚阿姨 @ 3w343W1v3j"" calls 20",2026-02-15T10:54:33.072Z,177115287307200
"""Wesley @ 4KT6D07Q4u"" calls 20",2026-02-15T10:54:29.861Z,177115286986100
"""女神异闻录 @ vYgaUXvtJ2"" posts a big blind of 20",2026-02-15T10:54:28.646Z,177115286864608
"""大炮弟 @ 71ayGh_gzu"" posts a small blind of 10",2026-02-15T10:54:28.646Z,177115286864607
"Your hand is 3♦, 5♠",2026-02-15T10:54:28.646Z,177115286864606
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (11214) | #2 ""小姚阿姨 @ 3w343W1v3j"" (21031) | #6 ""哈哈弟 @ ZFmgLXkPiV"" (5049) | #8 ""大炮弟 @ 71ayGh_gzu"" (3580) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (33079)",2026-02-15T10:54:28.646Z,177115286864601
"-- starting hand #341 (id: 2w2pfpcoiis8)  No Limit Texas Hold'em (dealer: ""哈哈弟 @ ZFmgLXkPiV"") --",2026-02-15T10:54:28.646Z,177115286864600
"-- ending hand #340 --",2026-02-15T10:54:25.645Z,177115286564502
"""小姚阿姨 @ 3w343W1v3j"" collected 320 from pot",2026-02-15T10:54:25.645Z,177115286564501
"Uncalled bet of 110 returned to ""小姚阿姨 @ 3w343W1v3j""",2026-02-15T10:54:25.645Z,177115286564500
"""大炮弟 @ 71ayGh_gzu"" folds",2026-02-15T10:54:24.727Z,177115286472700
"""哈哈弟 @ ZFmgLXkPiV"" folds",2026-02-15T10:54:23.498Z,177115286349800
"""小姚阿姨 @ 3w343W1v3j"" bets 110",2026-02-15T10:54:16.131Z,177115285613100
"""大炮弟 @ 71ayGh_gzu"" checks",2026-02-15T10:54:11.483Z,177115285148300
"""哈哈弟 @ ZFmgLXkPiV"" checks",2026-02-15T10:54:10.082Z,177115285008200
"Flop:  [4♥, 10♣, J♣]",2026-02-15T10:54:07.914Z,177115284791400
"""小姚阿姨 @ 3w343W1v3j"" calls 100",2026-02-15T10:54:07.108Z,177115284710800
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T10:54:04.586Z,177115284458600
"""大炮弟 @ 71ayGh_gzu"" calls 100",2026-02-15T10:54:03.169Z,177115284316900
"""哈哈弟 @ ZFmgLXkPiV"" raises to 100",2026-02-15T10:54:01.453Z,177115284145300
"""小姚阿姨 @ 3w343W1v3j"" calls 20",2026-02-15T10:53:55.202Z,177115283520200
"""Wesley @ 4KT6D07Q4u"" calls 20",2026-02-15T10:53:53.151Z,177115283315100
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T10:53:52.055Z,177115283205500
"""大炮弟 @ 71ayGh_gzu"" posts a big blind of 20",2026-02-15T10:53:50.009Z,177115283000908
"""哈哈弟 @ ZFmgLXkPiV"" posts a small blind of 10",2026-02-15T10:53:50.009Z,177115283000907
"Your hand is 6♣, 10♦",2026-02-15T10:53:50.009Z,177115283000906
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (11234) | #2 ""小姚阿姨 @ 3w343W1v3j"" (20811) | #6 ""哈哈弟 @ ZFmgLXkPiV"" (5149) | #8 ""大炮弟 @ 71ayGh_gzu"" (3680) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (33079)",2026-02-15T10:53:50.009Z,177115283000901
"-- starting hand #340 (id: 1dnrhcmju8wd)  No Limit Texas Hold'em (dealer: ""小姚阿姨 @ 3w343W1v3j"") --",2026-02-15T10:53:50.009Z,177115283000900
"-- ending hand #339 --",2026-02-15T10:53:47.095Z,177115282709502
"""小姚阿姨 @ 3w343W1v3j"" collected 80 from pot",2026-02-15T10:53:47.095Z,177115282709501
"Uncalled bet of 120 returned to ""小姚阿姨 @ 3w343W1v3j""",2026-02-15T10:53:47.095Z,177115282709500
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T10:53:46.278Z,177115282627800
"""大炮弟 @ 71ayGh_gzu"" folds",2026-02-15T10:53:45.154Z,177115282515400
"""哈哈弟 @ ZFmgLXkPiV"" folds",2026-02-15T10:53:43.988Z,177115282398800
"""小姚阿姨 @ 3w343W1v3j"" bets 120",2026-02-15T10:53:38.690Z,177115281869000
"Flop:  [8♠, J♦, J♠]",2026-02-15T10:53:33.261Z,177115281326100
"""哈哈弟 @ ZFmgLXkPiV"" checks",2026-02-15T10:53:32.428Z,177115281242800
"""小姚阿姨 @ 3w343W1v3j"" calls 20",2026-02-15T10:53:31.139Z,177115281113900
"""Wesley @ 4KT6D07Q4u"" calls 20",2026-02-15T10:53:28.722Z,177115280872200
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T10:53:27.648Z,177115280764800
"""大炮弟 @ 71ayGh_gzu"" calls 20",2026-02-15T10:53:24.966Z,177115280496600
"""哈哈弟 @ ZFmgLXkPiV"" posts a big blind of 20",2026-02-15T10:53:17.974Z,177115279797408
"""小姚阿姨 @ 3w343W1v3j"" posts a small blind of 10",2026-02-15T10:53:17.974Z,177115279797407
"Your hand is 3♦, 10♦",2026-02-15T10:53:17.974Z,177115279797406
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (11254) | #2 ""小姚阿姨 @ 3w343W1v3j"" (20751) | #6 ""哈哈弟 @ ZFmgLXkPiV"" (5169) | #8 ""大炮弟 @ 71ayGh_gzu"" (3700) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (33079)",2026-02-15T10:53:17.974Z,177115279797401
"-- starting hand #339 (id: 5pwmxgegobmj)  No Limit Texas Hold'em (dealer: ""Wesley @ 4KT6D07Q4u"") --",2026-02-15T10:53:17.974Z,177115279797400
"-- ending hand #338 --",2026-02-15T10:53:11.971Z,177115279197102
"""哈哈弟 @ ZFmgLXkPiV"" collected 2280 from pot with Two Pair, A's & 3's (combination: Q♥, 3♥, 3♣, A♠, A♦)",2026-02-15T10:53:11.971Z,177115279197101
"""哈哈弟 @ ZFmgLXkPiV"" shows a A♠, 3♥.",2026-02-15T10:53:11.971Z,177115279197100
"""大炮弟 @ 71ayGh_gzu"" calls 570",2026-02-15T10:53:11.159Z,177115279115900
"""哈哈弟 @ ZFmgLXkPiV"" bets 570",2026-02-15T10:53:09.928Z,177115278992800
"River: 7♥, A♦, 3♣, 6♦ [Q♥]",2026-02-15T10:53:01.913Z,177115278191300
"""大炮弟 @ 71ayGh_gzu"" calls 285",2026-02-15T10:53:01.078Z,177115278107800
"""哈哈弟 @ ZFmgLXkPiV"" bets 285",2026-02-15T10:52:59.430Z,177115277943000
"Turn: 7♥, A♦, 3♣ [6♦]",2026-02-15T10:52:52.435Z,177115277243500
"""哈哈弟 @ ZFmgLXkPiV"" calls 200",2026-02-15T10:52:51.622Z,177115277162200
"""小姚阿姨 @ 3w343W1v3j"" folds",2026-02-15T10:52:46.604Z,177115276660400
"""大炮弟 @ 71ayGh_gzu"" raises to 200",2026-02-15T10:52:43.979Z,177115276397900
"""哈哈弟 @ ZFmgLXkPiV"" calls 90",2026-02-15T10:52:41.323Z,177115276132300
"""小姚阿姨 @ 3w343W1v3j"" bets 90",2026-02-15T10:52:38.403Z,177115275840300
"Flop:  [7♥, A♦, 3♣]",2026-02-15T10:52:30.741Z,177115275074100
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T10:52:29.887Z,177115274988700
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T10:52:28.679Z,177115274867900
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T10:52:20.014Z,177115274001400
"""大炮弟 @ 71ayGh_gzu"" calls 20",2026-02-15T10:52:14.196Z,177115273419600
"""哈哈弟 @ ZFmgLXkPiV"" calls 20",2026-02-15T10:52:12.543Z,177115273254300
"""小姚阿姨 @ 3w343W1v3j"" posts a missing small blind of 10",2026-02-15T10:52:11.193Z,177115273119310
"""小姚阿姨 @ 3w343W1v3j"" posts a big blind of 20",2026-02-15T10:52:11.193Z,177115273119309
"""Wesley @ 4KT6D07Q4u"" posts a small blind of 10",2026-02-15T10:52:11.193Z,177115273119308
"Your hand is 7♣, 9♣",2026-02-15T10:52:11.193Z,177115273119307
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (11264) | #2 ""小姚阿姨 @ 3w343W1v3j"" (20871) | #6 ""哈哈弟 @ ZFmgLXkPiV"" (3964) | #8 ""大炮弟 @ 71ayGh_gzu"" (4775) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (33079)",2026-02-15T10:52:11.193Z,177115273119302
